barcode,desc_short,CLIR_status,json_status,old_json,old_json_src,bibliocommons,call_number,publisher,publisher_full,geo_extent,geo_extent_discrete,year,title,bibliocommons_control
39999059011971,brookline 1927,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2788814075,G1234_B9G46_B7_1927x,Bromley,Philadelphia : G.W. Bromley and Co.,Brookline,Brookline,1927,"Atlas of the Town of Brookline, Norfolk County, Massachusetts",2788814075
39999059015550,cambridge 1873,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2743220075,G1234_C2_H6_1873,Hopkins,Philadelphia : G.M. Hopkins & Co.,Cambridge,Cambridge,1873,"Atlas of the City of Cambridge, Middlesex Co., Massachusetts",2743220075
39999059015568,cambridge 1886,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794185075,G1234_C2_H6_1886,Hopkins,Philadelphia : G.M. Hopkins.,Cambridge,Cambridge,1886,"Atlas of the City of Cambridge, Massachusetts",2794185075
39999059015576,cambridge 1894,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2887609075,G1234_C2_B7_1894,Bromley,Philadelphia : G.W. Bromley and Co.,Cambridge,Cambridge,1894,"Atlas of the City of Cambridge, Massachusetts",2887609075
39999065704080,cambridge 1903,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/4735485075,G1234_C2_B7_1903,Bromley,Philadelphia : G.W. Bromley and Co.,Cambridge,Cambridge,1903,"Atlas of the City of Cambridge, Massachusetts",4735485075
39999059015659,cambridge 1916,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794422075,G1234_C2_B7_1916,Bromley,Philadelphia : G.W. Bromley and Co.,Cambridge,Cambridge,1916,"Atlas of the City of Cambridge, Massachusetts",2794422075
39999059015667,cambridge 1930,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794423075,G1234_C2_G8_1930,Bromley,Philadelphia : G.W. Bromley and Co.,Cambridge,Cambridge,1930,"Atlas of the City of Cambridge, Massachusetts",2794423075
39999059010676,charlestown 1875,complete,new index,https://apps.bpl.org/nblmc/indexes/index-hopkins-1874-vol6.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-hopkins-1874-vol6.geojson,"https://bpl.bibliocommons.com/item/show/2887551075_atlas_of_the_county_of_suffolk,_massachusetts",G1233_S8_H6_1874v6,Hopkins,Philadelphia : G.M. Hopkins & Co.,Charlestown,Charlestown,1875,"Atlas of the County of Suffolk, Massachusetts",2887551075
39999059011880,charlestown 1912,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1912-charlestownandeastboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1912-charlestownandeastboston.geojson,https://bpl.bibliocommons.com/item/show/2788585075_atlas_of_the_city_of_boston,G1234_B6_2C38_B7_1912,Bromley,"New York : D.A. Sanborn, 1868.","Charlestown, East Boston","Charlestown,East Boston",1912,Insurance Map of Charlestown,2788823075
39999059011666,charlestown 1922,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1922-charlestownandeastboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1922-charlestownandeastboston.geojson,https://bpl.bibliocommons.com/item/show/510236075_atlas_of_the_city_of_boston,G1234_B6_2C38_B7_1922,Bromley,Philadelphia : G.W. Bromley & Co.,"Charlestown, East Boston","Charlestown,East Boston",1922,Atlas of the City of Boston,510236075
39999059010775,chelsea 1896,complete,new index,n/a,n/a,bpl.bibliocommons.com/item/show/2788449075,G1234_C4_B76_1896,Bromley,Philadelphia : G.W. Bromley and Co.,Chelsea/Revere/Winthrop (in East Boston folder),"Chelsea,Revere,Winthrop,East Boston",1896,Atlas of the City of Chelsea and the Towns of Revere and Winthrop Massachusetts,2788449075
39999059011005,dorchester 1889,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1889-dorchester.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1889-dorchester.geojson,"https://bpl.bibliocommons.com/item/show/411786075_atlas_of_the_city_of_boston,_mass",G1234_B6_B7_1888v5,Bromley,Philadelphia : G.W. Bromley & Co.,Dorchester,Dorchester,1889,"Atlas of the City of Boston, Mass",411786075
39999059011252,dorchester 1894,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1894-dorchester.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1894-dorchester.geojson,https://bpl.bibliocommons.com/item/show/2788552075_atlas_of_the_city_of_boston,G1234_B6_B7_1894,Bromley,Philadelphia : G.W. Bromley & Co.,Dorchester,Dorchester,1894,Atlas of the City of Boston,2788552075
39999059011229,dorchester 1898,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1898-dorchester.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1898-dorchester.geojson,https://bpl.bibliocommons.com/item/show/501229075_atlas_of_the_city_of_boston,G1234_B6_B7_1898_2v5,Bromley,Philadelphia : G.W. Bromley,Dorchester,Dorchester,1898,"Atlas of the City of Boston; Vol. 5, Dorchester, Mass",501229075
39999059011112,east boston 1892,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1892-eastboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1892-eastboston.geojson,"https://bpl.bibliocommons.com/item/show/411786075_atlas_of_the_city_of_boston,_mass",G1234_B6_B7_1888v9,Bromley,Philadelphia : G.W. Bromley & Co.,East Boston,East Boston,1892,"Atlas of the City of Boston, Mass",411786075
39999059011922,hyde park 1912,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1912-hydepark.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1912-hydepark.geojson,https://bpl.bibliocommons.com/item/show/510250075_atlas_of_the_city_of_boston,G1234_B6_2H9_B7_1912x,Bromley,Philadelphia : G.W. Bromley & Co.,Hyde Park,Hyde Park,1912,Atlas of the City of Boston,510250075
39999059015832a,newton 1874,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794826075,G1234_N5_H67_1874,Hopkins,Philadelphia : G.M. Hopkins & Co.,Newton,Newton,1874,"Atlas of the City of Newton, Middlesex Co., Massachusetts",2794826075
39999059015832b,newton 1874,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794826075,G1234_N5_H67_1874,Hopkins,Philadelphia : G.M. Hopkins & Co.,Newton,Newton,1874,"Atlas of the City of Newton, Middlesex Co., Massachusetts",2794826075
39999059015824,newton 1917,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794824075,G1234_N5_B76_1917,Bromley,Philadelphia : G.W. Bromley and Co.,Newton,Newton,1917,Atlas of the City of Newton Massachusetts,2794824075
39999059015808,newton 1929,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794618075,G1234_N5_B37_1929,Barnes,"Waltham, Mass. : Rowland H. Barnes.",Newton,Newton,1929,Atlas of City of Newton Massachusetts,2794618075
39999059010718,roxbury 1873,complete,new index,https://apps.bpl.org/nblmc/indexes/index-hopkins-1874-vol2.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-hopkins-1874-vol2.geojson,"https://bpl.bibliocommons.com/item/show/2887551075_atlas_of_the_county_of_suffolk,_massachusetts",G1233_S8_H6_1874v2,Hopkins,Philadelphia : G.M. Hopkins & Co.,"Roxbury, includes Back Bay, Fenway/Kenmore, Longwood, Mission Hill","Boston proper,Roxbury",1873,"Atlas of the County of Suffolk, Massachusetts",2887551075
39999059010916,roxbury 1884,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1884-roxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1884-roxbury.geojson,https://bpl.bibliocommons.com/item/show/2887730075_atlas_of_the_city_of_boston,G1234_B6_B7_1883_v2,Bromley,Philadelphia : Geo .W. and Walter S. Bromley.,Roxbury,Roxbury,1884,Atlas of the City of Boston,2887730075
39999059010999,roxbury 1889,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1889-roxburyv4.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1889-roxburyv4.geojson,"https://bpl.bibliocommons.com/item/show/411786075_atlas_of_the_city_of_boston,_mass",G1234_B6_B7_1888v4,Bromley,Philadelphia : G.W. Bromley & Co.,Roxbury,Roxbury,1889,"Atlas of the City of Boston, Mass",411786075
39999059011419,roxbury 1899,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1899-roxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1899-roxbury.geojson,https://bpl.bibliocommons.com/item/show/432698075_atlas_of_the_city_of_boston,G1234_B6_B7_1899,Bromley,Philadelphia : G.W. Bromley.,Roxbury,Roxbury,1899,Atlas of the City of Boston,432698075
39999059011872,roxbury 1915,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1915-roxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1915-roxbury.geojson,https://bpl.bibliocommons.com/item/show/2788584075_atlas_of_the_city_of_boston,G1234_B6_2R7_B7_1915x,Bromley,Philadelphia : G.W. Bromley & Co,Roxbury,Roxbury,1915,Atlas of the City of Boston,2788460075
39999059011914,roxbury 1931,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1931-roxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1931-roxbury.geojson,https://bpl.bibliocommons.com/item/show/510233075_atlas_of_the_city_of_boston,G1234_B6_2R7_B7_1931x,Bromley,Philadelphia : G.W. Bromley & Co.,Roxbury,Roxbury,1931,Atlas of the City of Boston,510233075
39999059015923,somerville 1874,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2794843075,G1234_S4_G65_1874,Hopkins,Philadelphia : G.M. Hopkins & Co.,Somerville,Somerville,1874,"Atlas of the City of Somerville, Massachusetts",2794843075
39999059015998,somerville 1895,complete,new index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2889735075,G1234_S4_B76_1895,Bromley,Philadelphia : G.W. Bromley and Co.,Somerville,Somerville,1895,"Atlas of the City of Somerville, Massachusetts",2889735075
39999059010924,south boston 1884,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1884-southandeastboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1884-southandeastboston.geojson,https://bpl.bibliocommons.com/item/show/2887730075_atlas_of_the_city_of_boston,G1234_B6_B7_1883v4,Bromley,Philadelphia : Geo .W. and Walter S. Bromley.,"South Boston, East Boston","East Boston,South Boston",1884,Atlas of the City of Boston,2887730075
39999085945713,south boston 1885,complete,new index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1884-southandeastbostonvol3.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1884-southandeastbostonvol3.geojson,https://bpl.bibliocommons.com/item/show/6413000075,G1234_B6G475_S36_1885_v3,Sanborn,New York : Sanborn Map & Publishing Co,"South Boston, East Boston","East Boston,South Boston",1885,Insurance Maps of Boston,6413000075
39999059011039,south boston 1891,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1891-southboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1891-southboston.geojson,"https://bpl.bibliocommons.com/item/show/411786075_atlas_of_the_city_of_boston,_mass",G1234_B6_B7_1888v8,Bromley,Philadelphia : G.W. Bromley & Co,South Boston,South Boston,1891,"Atlas of the City of Boston, Mass; Vol. 8, South Boston",411786075
39999059011385,south boston 1910,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1910-southboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1910-southboston.geojson,https://bpl.bibliocommons.com/item/show/432699075_atlas_of_the_city_of_boston,G1234_B6_2S5_B7_1910,Bromley,Philadelphia : G.W. Bromley.,South Boston,South Boston,1910,Atlas of the City of Boston,432699075
39999059011658,south boston 1919,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1919-southboston.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1919-southboston.geojson,https://bpl.bibliocommons.com/item/show/2910328075_atlas_of_the_city_of_boston,G1234_B6_2S5_B7_1919x,Bromley,Philadelphia : G.W. Bromley & Co.,South Boston,South Boston,1919,Atlas of the City of Boston,2910328075
39999059010684,west roxbury 1874,complete,new index,https://apps.bpl.org/nblmc/indexes/index-hopkins-1874-vol5.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-hopkins-1874-vol5.geojson,"https://bpl.bibliocommons.com/item/show/2887551075_atlas_of_the_county_of_suffolk,_massachusetts",G1233_S8_H6_1874v5,Hopkins,Philadelphia : G.W. Bromley & Co,West Roxbury,West Roxbury,1874,Atlas of the City of Boston,438087075
39999059010882,west roxbury 1884,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1884-westroxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1884-westroxbury.geojson,https://bpl.bibliocommons.com/item/show/2887730075_atlas_of_the_city_of_boston,G1234_B6_B7_1883v5,Bromley,Philadelphia : Geo .W. and Walter S. Bromley.,West Roxbury,West Roxbury,1884,Atlas of the City of Boston,2887730075
39999059011013,west roxbury 1890,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1890-westroxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1890-westroxbury.geojson,"https://bpl.bibliocommons.com/item/show/411786075_atlas_of_the_city_of_boston,_mass",G1234_B6_B7_1888v6,Bromley,Philadelphia : G.W. Bromley & Co,West Roxbury,West Roxbury,1890,"Atlas of the City of Boston, Mass",411786075
39999059011468,west roxbury 1914,complete,new index,https://apps.bpl.org/nblmc/indexes/index-bromley-1914-westroxbury.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1914-westroxbury.geojson,https://bpl.bibliocommons.com/item/show/438087075_atlas_of_the_city_of_boston,G1234_B6_2W4_B7_1914,Bromley,Philadelphia : G.W. Bromley,West Roxbury,West Roxbury,1914,West Roxbury : From Actual Surveys and Official Plans,438087075
39999059011120,charlestown 1892,complete,new index,,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-bromley-1892-charlestown.geojson,,G1234_B6_B7_1888v10,Bromley,,,Charlestown,1892,,
39999065670869,boston proper 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol1n.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol1n.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 1 North,Sanborn ,New York : Sanborn Map Company.,Boston Proper,Boston proper,1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670851,boston proper 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol1s.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol1s.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts#",G1234.B6G475 S36 1963 v. 1 South,Sanborn,New York : Sanborn Map Company.,Boston Proper,Boston proper,1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670828,boston proper 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol2n.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol2n.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 2 North,Sanborn,New York : Sanborn Map Company.,Back Bay,Boston proper,1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670810,boston proper 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol2s.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol2s.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 2 South,Sanborn,New York : Sanborn Map Company.,Back Bay,Boston proper,1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670745,brighton 1961,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1961-bostonvol6.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1961-bostonvol6.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 6,Sanborn,New York : Sanborn Map Company.,Brighton,Brighton,1961,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670760,charlestown 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol5.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol5.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 5,Sanborn,New York : Sanborn Map Company.,Charlestown,"Charlestown,East Boston",1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670869,boston proper 1962,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1962-bostonvol8.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1962-bostonvol8.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 1 North,Sanborn,New York : Sanborn Map Company.,Boston proper,Boston proper,1962,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670703,dorchester 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol9.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol9.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 9,Sanborn ,New York : Sanborn Map Company.,Dorchester,Dorchester,1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670687,dorchester 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol11.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol11.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 11,Sanborn ,New York : Sanborn Map Company.,Dorchester,"Dorchester,Hyde Park,West Roxbury",1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670711,roxbury 1962,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1962-bostonvol8.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1962-bostonvol8.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 8,Sanborn,New York : Sanborn Map Company.,Roxbury,"Dorchester,Roxbury",1962,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670786,roxbury 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol3.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol3.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 3,Sanborn,New York : Sanborn Map Company.,Roxbury,"Roxbury,West Roxbury",1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670778,south boston 1963,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol4.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol4.geojson,"https://bpl.bibliocommons.com/item/show/3123914075_insurance_maps_of_boston,_massachusetts",G1234.B6G475 S36 1963 v. 4,Sanborn ,New York : Sanborn Map Company.,South Boston,"Dorchester,South Boston",1963,"Insurance Maps of Boston, Massachusetts",3123914075
39999065670737,west roxbury 1963 v.7,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol7.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol7.geojson,https://bpl.bibliocommons.com/item/show/3123914075,G1234.B6G475 S36 1963 v. 7,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1963,"Insurance maps of Boston, Massachusetts",3123914075
39999065670695,west roxbury 1963 v.10,not included,old index,https://apps.bpl.org/nblmc/indexes/index-sanborn-1963-bostonvol10.html,https://raw.githubusercontent.com/nblmc/boston-atlas-footprints/master/index/index-sanborn-1963-bostonvol10.geojson,https://bpl.bibliocommons.com/item/show/3123914075,G1234.B6G475 S36 1963 v. 10,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1963,"Insurance maps of Boston, Massachusetts",3123914075
39999065649251,west roxbury 1977,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2825408075,G1234.B6 S36 1974 v.7,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1977,"Boston, Mass",
39999065649285,west roxbury 1978,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2825408075,G1234.B6 S36 1974 v.10,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1978,"Boston, Mass",
39999085952180,west roxbury 1979,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/7090597075,G1234.B6G475 S36 1979 v.10,Sanborn,New York : Sanborn Map Company.,West Roxbury,"Roxbury,West Roxbury",1979,"[Boston, Mass.]",
39999085943981,west roxbury 1981,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2108584075,G1234.B6G475 S2 1981x v.7,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1981,"Boston, Mass",
39999085943957,west roxbury 1981,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/2108584075,G1234.B6G475 S2 1981x v.10,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1981,"Boston, Mass",
39999085951109,west roxbury 1986,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/7090306075,G1234.B6G475 S36 1986 v.7,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1986,"[Boston, Mass.]",
39999085951133,west roxbury 1986,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/7090306075,G1234.B6G475 S36 1986 v.10,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1986,"[Boston, Mass.]",
39999085951224,west roxbury 1988,not included,old index,n/a,n/a,https://bpl.bibliocommons.com/item/show/7090311075,G1234.B6G475 S36 1988 v.10,Sanborn,New York : Sanborn Map Company.,West Roxbury,West Roxbury,1988,"[Boston, Mass.]",
